,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
2513,50433862,3 bdr Apt in Avondale-Parking spot-large living RM,99273655,Eric,,Avondale,41.93688,-87.72366,Entire home/apt,190.0,2,37,2022-12-04,2.26,1,53,23,R21000068277,0,0,0,0,0,0,0,0,0
2514,50441239,2 bedroom | 1.5 bath | Bucktown near blue line,407519523,Ericka,,Logan Square,41.91993,-87.68648,Entire home/apt,162.0,3,39,2022-12-08,2.19,1,239,31,R21000069200,0,0,0,0,0,0,0,0,0
2515,50445562,💚⚾️💚420Friendly White Sox Apartment 💚FREEParking,35342456,Roberto,,Portage Park,41.9387,-87.75741,Entire home/apt,284.0,2,0,,,18,365,0,R21000074241,0,2,0,0,0,0,0,2,0
2516,50462364,Sophisticated 1BR Condo in Rogers Park!,47567772,RaOdyn,,Rogers Park,41.99993,-87.66222,Private room,200.0,32,4,2022-06-19,0.22,5,268,1,2745822,0,1,0,0,0,0,0,0,0
2517,50505276,Charming private bedroom,288665389,Aranna Amd AawreFVe,,East Garfield Park,41.87021,-87.69488,Private room,62.0,32,3,2022-05-27,0.19,4,48,2,,0,2,0,0,0,0,0,0,0
2518,50505631,Charming Master bedroom with private bath-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.87119,-87.69322,Private room,57.0,32,3,2022-11-26,0.8,4,72,3,,0,2,0,0,0,0,0,0,0
2519,50505855,Charming private bedroom-s,288665389,Ayanna And Lawrence,,East Garfield Park,41.87171,-87.69333,Private room,54.0,32,1,2021-11-28,0.08,4,48,0,,0,2,0,0,0,0,0,0,0
2520,50521937,Superb Location @TheLoop steps MillenniumPark✭,262499958,Jake,,Loop,4188498.0,-87.62658,Entire home/apt,136.0,3,17,2022-11-10,0.93,3,58,11,R18000031622,0,0,0,1,0,0,0,0,0
2521,50541693,"Modern, Fully Renovated Logan Square Coach House",10990820,Jennifer,,Logan Square,41.9261,-87.68996,Entire home/apt,216.0,3,63,2022-12-09,3.53,1,176,39,R21000070151,0,0,0,0,0,0,0,0,0
2522,50547772,"Sweet Home Chicago (house) - free parking, by Sox",25894549,Laurel,,Bridgeport,41.84362,-87.64311,Entire home/apt,664.0,3,1,2021-09-06,0.06,2,250,0,R21000064379,0,0,0,0,0,0,0,0,0
2523,50548007,"Lovely 2 BDR, 3 min walk to train for Downtown/ORD",408407815,Camelia,,Irving Park,41.95329,-87.7265,Entire home/apt,170.0,2,21,2022-11-26,2.83,1,352,21,R22000081489,0,0,0,0,0,0,0,0,0
2524,50566046,Vibrant & Stylish 4 Bed Condo near Humboldt Park,80764760,Lothdes,,West Town,41.90434,-87.69528,Entire home/apt,124.0,1,68,2022-12-04,3.89,2,343,44,R21000075430,0,2,0,0,0,0,0,0,0
2525,50566631,"Chicago, Gorgeous 3BR/3BA Duplex, Free parking!",30482715,Sean,,West Town,41.89287,-87.68117,Apartment,302.0,3,26,2022-11-06,1.66,4,339,21,R22000081832,0,0,0,0,0,0,0,0,1
2526,50566631,"Chicago, Gorgeous 3BR/3BA Duplex, Free parking!",30482715,Sean,,,41.89287,,Apartment,302.0,,26,2022-11-06,1.66,4,339,21,R22000081832,1,0,2,0,1,2,0,0,1
2527,50570699,Perfect 4th of July Condo!,27654914,Dustin,,Loop,41.87349,-87.63199,Entire home/apt,250.0,32,0,,,1,0,0,City registration pending,0,0,0,0,0,0,0,2,0
2528,50574482,Wicker Park Charmer,4289231,Douglks,,West Town,41.90865,-87.66992,Entire home/apt,157.0,32,74,2022-12-04,4.1,2,197,42,City registration pending,0,2,0,0,0,0,0,0,0
2529,50594581,"Lovely 2 bedroom condo, relaxing, peaceful warm.",402792711,Jessica,,Beverly,41.70211,-87.66908,Entire home/apt,147.0,3,56,2022-11-25,3.15,3,357,37,R21000069883,0,0,0,0,0,0,0,0,0
2530,50599177,Washington Estate minutes from University of CHI,408824247,Latarsha,,Washington Park,41.79081,-87.61999,Entire home/apt,135.0,2,33,2022-10-24,1.93,1,355,25,R21000076111,0,0,0,0,0,0,0,0,0
2531,50619453,Private Studio Apt in the Heart of Wicker Park!,33129051,Tommy & Sarah,,West Town,41.90848,-87.67156,Entire home/apt,89.0,2,115,2022-12-12,6.42,1,306,82,R21000066616,0,0,0,0,0,0,0,0,0
2532,50678129,University Manor upscale mansion for campus visits,143937691,Caryl,,Hyde Park,41.79915237426758,-87.59937286376953,Entire home/apt,581.0,2,22,2022-11-27,1.53,6,325,20,R21000074380,0,0,0,0,0,0,0,0,0
2533,50679697,Sunny Charming 2BR/1BA Medical District Monthly,105135679,Michael,,Lower West Side,41.85613,-87.68531,Entire home/apt,85.0,28,5,2022-11-12,0.3,3,365,3,R18000036443,0,0,0,0,0,0,0,0,0
2534,50694553,420 Friendly unit,409656184,Victoria,,Washington Heights,4170517.0,-87.6492,Entire home/apt,117.0,2,32,2022-11-28,5.19,1,88,32,R22000084128,0,0,0,1,0,0,0,0,0
2535,50697222,#F Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84716,-87.64581,Private room,58.0,1,26,2022-09-25,1.51,6,180,12,R22000082528,0,2,0,0,0,0,0,0,0
2536,50697814,#D Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84556,-87.6459,Private room,58.0,1,25,2022-10-23,1.44,6,365,14,R22000082528,0,2,0,0,0,0,0,0,0
2537,50700037,Cozy Suite 205,265059752,J And F Apartments,,Calumet Heights,41.73279,-87.58582,Entire home/apt,80.0,3,16,2022-11-28,0.93,5,362,8,R19000042634,0,0,0,0,0,0,0,0,0
2538,50724592,Lovely Garden Studio Apartment.,223183083,Kasey,,Avondale,41.9349,-87.73184,Entire home/apt,77.0,1,15,2021-11-20,0.85,1,8,0,R21000064459,0,0,0,0,0,0,0,0,0
2539,50730968,Charming Junior Suite w/ Rooftop View.,184285805,Brittany,,Uptown,41.9647,-87.65378,Apartment,129.0,32,48,2022-10-14,2.83,1,309,26,City registration pending,0,0,0,0,0,0,0,0,1
2540,50765568,Modern light filled apt by West Loop!,25108912,Shante,,East Garfield Park,41.87691,-87.69634,Entire home/apt,166.0,2,12,2022-12-18,0.76,1,365,9,R21000068938,0,0,0,0,0,0,0,0,0
2541,50796659,"Logan Square Corner 3BR, Walkable to Highlights",327709604,Kara And Alex,,Avondale,41.93602,-87.71637,Entire home/apt,60.0,1,52,2022-12-05,2.95,9,72,38,R22000090110,0,0,0,0,0,0,0,0,0
2542,50811113,1 bedroom w Amazing view/Pool/Gym/Spa,321302737,Tariq,,Loop,4188791.0,-87.61628,Entire home/apt,146.0,32,0,,,1,180,0,,0,0,0,1,0,0,0,2,0
2543,50825751,A lovely 1 room bedroom in the Chicago area,395651225,Emmanuel,,Humboldt Park,41.89214,-87.71424,Private room,45.0,1,24,2022-11-04,1.55,1,365,19,R21000069217,0,0,0,0,0,0,0,0,0
2544,50865923,Lovely 2bdrm condo - Near Downtown Chicago,206957119,Savalle,,West Ridge,41.99135,-87.67935,Entire home/apt,195.0,2,6,2022-09-05,0.37,1,325,2,R21000069660,0,0,0,0,0,0,0,0,0
2545,50870812,Fully Remodeled Apartment & Spacious Queen Bed,352148357,Poliana,,Bridgeport,41.83994,-87.65655,Private room,32.0,2,54,2022-11-26,3.08,22,353,32,R20000056433,0,0,0,0,0,0,0,0,0
2546,50887493,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,137.0,32,2,2022-11-19,0.25,639,238,2,,0,0,0,0,0,0,0,0,0
2547,50887504,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,80.0,32,0,,,639,365,0,,0,0,0,0,0,0,0,2,0
2548,50890121,:: The Wolcott :: Modern Elegance at it's Finest,411472007,Matthew,,West Town,41.90556,-87.67372,Entire home/apt,3071.0,1,2,2022-07-31,0.28,1,345,2,R21000069461,0,0,0,0,0,0,0,0,0
2549,50897410,Entire Studio Apartment | View of Millennium Park,46575399,Ashley,,Loop,41.87045,-87.62571,Entire home/apt,130.0,2,32,2022-12-18,2.35,1,129,29,R21000072482,0,0,0,0,0,0,0,0,0
2550,50900786,La Casita II,141596426,Salvador,,Lower West Side,41.848335,-87.679138,Entire home/apt,75.0,32,15,2022-08-01,1.08,2,127,12,R21000072018,0,0,0,0,0,0,0,0,0
2551,50915824,Stylish Apt near downtown. Ideal for Long Stays.,396715210,Harold,,Lower West Side,41.85737,-87.65264,Apartment,109.0,2,19,2022-12-05,1.2,1,93,15,R21000069799,0,0,0,0,0,0,0,0,1
2552,50916184,Entire 1 BR/1Bath Vibrant apartment in Hyde Park,21056598,Hazel,,Hyde Park,41.7997,-87.58506,Entire home/apt,136.0,3,23,2022-11-23,1.58,1,355,21,R21000071174,0,0,0,0,0,0,0,0,0
2553,50922049,No checkout chore condo near the United Center,407843126,Julie,,East Garfield Park,41.88328,-87.70092,Entire home/apt,154.0,3,34,2022-10-29,2.05,6,90,21,R21000064681,0,0,0,0,0,0,0,0,0
2554,50950455,#E Comfy Private bedroom Shared bath Near Downtown,401777272,Sweet Home Of Chicago,,Bridgeport,41.84604,-87.64707,Private room,58.0,1,38,2022-10-11,2.18,6,365,23,R22000082528,0,2,0,0,0,0,0,0,0
2555,50955244,Bright and Spacious Logan Square Home,412093405,Odette,,Avondale,41.93831,-87.71064,Entire home/apt,300.0,32,6,2021-11-14,0.37,1,356,0,R21000069369,0,0,0,0,0,0,0,0,0
2556,50956753,Modern 2 bdrm apt near O'hare and Downtown,137310905,Fabio,,Jefferson Park,41.98508,-87.77601,Entire home/apt,129.0,3,40,2022-12-14,3.33,3,334,40,R21000074960,0,0,0,0,0,0,0,0,0
2557,50967514,Crashpad - comfy airbed in living room,133481678,Allyn,,Jefferson Park,41.9835,-87.77144,Shared room,40.0,2,11,2022-10-12,0.77,1,90,8,R21000071783,0,0,0,0,0,0,0,0,0
2558,50978981,Study/Work/Play Space in excellent location,8478523,Jessica,,Logan Square,41.91729,-87.6971,Private room,62.0,1,5,2022-10-23,1.74,1,178,5,R22000089070,0,0,0,0,0,0,0,0,0
2559,50998016,Wicker Park Coachhouse,4289231,Douglas,,West Town,41.909241,-87.669121,Entire home/apt,195.0,32,21,2022-11-20,1.73,2,260,21,R21000072053,0,2,0,0,0,0,0,0,0
2560,51001033,Avondale Oasis Duplex Up,33278570,CjtheriDe,,Avondale,41.93456,-87.72068,Apartment,179.0,2,3,2022-08-21,0.17,3,0,1,R22000081690,0,1,0,0,0,0,0,0,1
2561,51008907,"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",107434423,Blueground,,West Town,41.90772990000001,-87.67370009999999,Entire home/apt,130.0,32,2,2022-04-30,0.15,639,321,1,,0,0,0,0,0,0,0,0,0
2562,51023710,Historic Condo in the heart of Wicker Park,332893994,Jacob,,West Town,41.90341,-87.67376,Apartment,190.0,1,33,2022-11-24,2.28,1,351,27,R21000071421,0,0,0,0,0,0,0,0,1
2563,51049065,"Rogers Park Cozy 1 bd, 1 bath unit. Gated parking.",393214451,Gregory,,West Ridge,42.01337,-87.68919,Apartment,90.0,1,13,2022-09-05,0.83,2,179,9,R21000068406,0,0,0,0,0,0,0,0,1
2564,51059142,Safe and Spacious 2 Bedroom Apartment,385302619,Justin,,North Center,4195095.0,-87.68626,Entire home/apt,125.0,3,12,2022-11-20,2.95,1,81,12,R22000086409,0,0,0,1,0,0,0,0,0
2565,51067175,"Remodeled, Modern, Spacious 1- Bedroom Garden Apt",33321452,Roberto,,Edgewater,4199056.0,-87.67041,Entire home/apt,86.0,2,40,2022-12-07,2.55,1,354,27,R22000089002,0,0,0,1,0,0,0,0,0
2566,51084874,"MICH AVE #20 Downtown, Grant Park, Museums 2bd/2ba",98193524,Mary And JW,,Loop,41.86757,-87.62554,Apartment,170.0,1,40,2022-12-04,2.94,23,81,37,R22000086737,0,2,0,0,0,0,0,0,1
2567,51102293,Cozy 2BR near DT w/ Easy Access to Milwaukee Ave.,300930607,Mnk,,West Town,41.90839,-87.67112,Entire home/apt,122.0,30,0,,,3,269,0,R22000079224,0,2,0,0,0,0,0,2,0
2568,51118058,NEW 3 bedroom apartment in Edgewater!,38084112,Michael,,Edgewater,41.99397,-87.66373,Entire home/apt,290.0,2,32,2022-10-16,1.96,1,78,19,R21000069030,0,0,0,0,0,0,0,0,0
2569,51146552,Classy Logan Square unit with amazing roof deck.,100927262,Salma,,Logan Square,41.92058,-87.69519,Entire home/apt,95.0,32,1,2022-01-02,0.08,1,6,1,R34503727527,0,0,0,0,0,0,0,0,0
2570,51151407,Avondale Oasis Floor 2,33278570,Catherine,,Avondale,41.93341,-877207.0,Entire home/apt,137.0,2,26,2022-11-30,1.61,3,38,20,R22000081690,0,0,0,0,1,0,0,0,0
2571,51171320,Modern Wicker Park townhome,21451629,Alison,,West Town,41.90173,-87.669,Entire home/apt,118.0,15,6,2022-10-04,0.4,1,97,5,R22000090806,0,0,0,0,0,0,0,0,0
2572,51171620,Rare Find 2BD|1BA 10min to Downtown | Free parking,414148337,Jonathan & Chanelle,,Lower West Side,41.8533,-87.67058,Entire home/apt,180.0,2,32,2022-12-16,2.02,1,352,29,R21000075221,0,0,0,0,0,0,0,0,0
2573,51176220,Studio near Wrigleville queen bed -M,170551048,Lyn,,UGPuXptXrown,41.95627,-87.65156,Apartment,75.0,32,36,2022-09-10,2.32,22,90,30,R21000063969,0,2,1,0,0,0,0,0,1
2574,51176220,Studio near Wrigleville queen bed -M,170551048,Lyn,,UGPuXptXrown,41.95627,-87.65156,Apartment,75.0,32,36,2022-09-10,2.32,22,90,30,R21000063969,1,2,1,0,0,0,0,0,1
2575,51185657,The Elston Casa,13751434,Christopher,,Avondale,41.9331,-87.69051,Entire home/apt,155.0,2,16,2022-11-06,0.95,2,74,13,R22000078197,0,0,0,0,0,0,0,0,0
2576,51192129,"Shared Stay At Taste of Chicago ""Logan Square"" 2R",145141302,John,,Logan Square,41.91843,-87.69643,Private room,46.0,1,0,,,1,0,0,R22000087324,0,0,0,0,0,0,0,2,0
2577,51192318,Grand Avenue APT 1/West Loop & newly renovated!,143431215,Carolyn,,West Town,41.89022,-87.66232,Entire home/apt,199.0,3,69,2022-12-09,4.08,3,330,47,2476077,0,0,0,0,0,0,0,0,0
2578,51196105,East Village Oasis,14988400,Sharon,,West Town,41.89774,-87.67617,Entire home/apt,98.0,2,70,2022-11-29,4.28,3,34,52,R21000068872,0,0,0,0,0,0,0,0,0
2579,51198174,Lovely 1 Bedroom apartment near downtown chicago,247475779,Tommika,,Douglas,41.84092,-87.61557,Entire home/apt,139.0,2,8,2022-10-16,2.22,1,352,8,R22000086853,0,0,0,0,0,0,0,0,0
2580,51205312,Private Basement Studio,348944587,Kerilyn,,Logan Square,41.92939,-87.70127,Entire home/apt,100.0,32,36,2022-04-03,2.11,2,365,14,R20000060227,0,0,0,0,0,0,0,0,0
2581,51211288,Bedroom for rent in charming home,9996343,Leticia,,Logan Square,41.91971,-87.72038,Private room,45.0,2,13,2022-11-06,1.01,1,47,11,R21000073120,0,0,0,0,0,0,0,0,0
2582,51231216,"Cozy 2 bedroom 2 bath home,  near UC-Downtown-Lake",2725609,Michele,,Chatham,41.75083,-87.60705,Private room,66.0,2,21,2022-11-30,1.33,1,365,14,R21000069314,0,0,0,0,0,0,0,0,0
2583,51252210,Modern cozy bedroom in historic home |Free parking,22783256,Giang,,Grand Boulevard,41.8058,-87.61501,Private room,60.0,32,18,2022-11-21,1.42,1,305,17,R21000073650,0,0,0,0,0,0,0,0,0
2584,51252382,H. Mansion Shared COED rm not private TOP BUNK BED,163484540,Kartel,,Calumet Heights,41.72839,-87.57716,Shared room,18.0,2,10,2022-11-25,0.63,23,365,9,R21000062044,0,0,0,0,0,0,0,0,0
2585,51270516,Cheerful 4-bedroom house with patio,404766394,Thatheu,,Irving Park,41.948555,-87.727196,Entire home/apt,185.0,2,19,2022-11-27,1.35,1,365,18,R21000071275,0,0,0,0,0,0,0,0,0
2586,51278722,Private Room G,338076137,Tetyana,,East Garfield Park,41.87662,-87.71354,Private room,48.0,31,13,2022-11-30,0.77,6,90,4,R20000055778,0,0,0,0,0,0,0,0,0
2587,51288331,2 Bed Skyline View 420-F Loft w/ Private Rooftop,99260498,Richie,,West Town,41.89235,-87.67612,Entire home/apt,395.0,32,0,,,4,345,0,R21000072293,0,0,0,0,0,0,0,2,0
2588,51288746,"💙⚾️ 💙Great Apt, 3 miles West of Wrigley Field 💙⚾️💙",347782025,Troy,,Irving Park,41.94795,-87.73202,Entire home/apt,329.0,32,45,2022-11-26,3.1,1,356,42,R21000070152,0,0,0,0,0,0,0,0,0
2589,51290608,$PrivateRoom-Safe North Area Free Street Parking,180983956,Jaime,,Irving Park,41.95756,-87.71457,Private room,32.0,1,23,2022-10-30,1.4,3,180,16,R19000040394,0,0,0,0,0,0,0,0,0
2590,51300622,Stylish One Bedroom in an Amenity packed building!,391945218,Matt,,Loop,41.88702,-87.62111,Entire home/apt,266.0,32,0,,,21,89,0,,0,0,0,0,0,0,0,2,0
2591,51305322,Cozy bedroom in Irving convenient location!!!!!,55699305,MariasCamiGU,,Irving Park,41.95387,-87.71192,Private room,50.0,3,17,2022-09-27,1.08,2,29,11,R21000064651,0,2,0,0,0,0,0,0,0
2592,51307426,Chic minimalist Studio across  from Grant Park!!!,403757590,Susan,,Loop,41.87131,-87.62484,Entire home/apt,150.0,32,6,2022-11-28,0.57,1,365,6,,0,0,0,0,0,0,0,0,0
2593,51309219,BEST In Chicago. Entire condo w/FREE Gated parking,98011431,Kyle,,Washington Park,41.78508,-87.61695,Entire home/apt,89.0,1,44,2022-11-28,3.27,1,282,37,R21000073022,0,0,0,0,0,0,0,0,0
2594,51347437,$ PrivateRoom-Safe North Area Free Street Parking,180983956,Jaime,,Irving Park,41.95971,-87.715,Private room,48.0,1,21,2022-11-29,1.3,3,356,17,R19000040394,0,0,0,0,0,0,0,0,0
2595,51359155,2BR Unit in Colorful Pilsen,904606,Amali,,Lower West Side,41.84883,-87.68113,Entire home/apt,105.0,4,21,2022-11-30,1.27,1,40,16,R21000062696,0,0,0,0,0,0,0,0,0
2596,51368072,New Family Friendly Apt! Free Parking & WiFi!,93223427,Melanie,,Portage Park,41.95869,-87.75982,Entire home/apt,250.0,32,19,2022-09-16,1.35,1,147,15,R21000072139,0,0,0,0,0,0,0,0,0
2597,51418167,Spacious 4 bedrm 3.5 bath home w/ cozy fireplace,382067030,Chantal,,Washington Park,41.7952995300293,-87.62751770019531,Entire home/apt,468.0,2,12,2022-10-16,1.59,1,176,12,R22000080948,0,0,0,0,0,0,0,0,0
2598,51425946,"Room1 in the center of Hyde Park, U Chicago campus",133022521,Yong,,Hyde Park,41.79721,-87.59178,Private room,500.0,1000,5,2021-09-11,0.3,2,69,0,R21000063280,0,0,0,0,0,1,0,0,0
2599,51430700,Lovely 1 bedroom w/ office space and free parking.,393542503,Candice,,Jefferson Park,41.98126,-87.77625,Entire home/apt,98.0,1,58,2022-12-04,3.63,1,323,48,R21000069684,0,0,0,0,0,0,0,0,0
2600,51431792,Urban Sanctuary South Loop near McCormick Place#,364844663,Pamela,,Douglas,41.84216,-87.62364,Entire home/apt,425.0,32,7,2022-10-12,0.44,1,364,5,R17000013710,0,0,0,0,0,0,0,0,0
2601,51442670,Artist Designed Top Floor 2 Bed/2 Bath Duplex Up,5228189,Matthew,,West Town,41.89453,-87.66696,Entire home/apt,128.0,2,44,2022-11-28,2.78,21,45,34,R22000088011,0,0,0,0,0,0,0,0,0
2602,51450597,SCENIC CONDO STYLE GETAWAY BY MCCORMICK,77414650,Red Door,,Douglas,41.84317,-87.622,Entire home/apt,232.0,1,1,2021-08-19,0.06,23,365,0,R19000046222,0,0,0,0,0,0,0,0,0
2603,51450723,Cozy one bedroom with semi-private beach access,416705127,Ata,,Rogers Park,42.01509,-87.66419,Entire home/apt,115.0,32,10,2021-12-19,0.7,1,0,0,R21000072036,0,0,0,0,0,0,0,0,0
2604,51463554,Beautiful home in a vibrant Chicago Neighborhood.,25659505,Daphne,,Humboldt Park,41.90803,-87.7149,Entire home/apt,125.0,32,0,,,1,353,0,R21000073962,0,0,0,0,0,0,0,2,0
2605,51465442,"Play in the Windy City, Rest by The ‘606’ #2",8762658,Beau,,Humboldt Park,41.9135,-8771602.0,Entire home/apt,94.0,32,38,2022-10-26,2.38,2,180,25,2803136,0,0,0,0,1,0,0,0,0
2606,51475924,Uptown Fun/comfy/Walk 2 beach & everywhere,221473229,Kaylee & Ken,,Uptown,41.97229,-87.65702,Apartment,198.0,2,36,2022-11-26,3.47,1,335,36,R22000080277,0,0,0,0,0,0,0,0,1
2607,51493971,Private Room A5 by Chinatown,410504785,Ray,,Bridgeport,41.84319,-87.63802,Private room,33.0,2,51,2022-12-01,3.08,6,168,36,R21000069364,0,0,0,0,0,0,0,0,0
2608,51501638,Loyola University | Spacious Apartment,104315495,Gabe,,Edgewater,41.99552,-87.657,Apartment,72.0,1,63,2022-12-11,3.95,3,344,52,R21000060742,0,0,0,0,0,0,0,0,1
2609,51502365,"NEW! Griffin Mansion w/ Yard, 5 Mi to Dtwn Chicago",121719854,Evolve,,East Garfield Park,41.87777,-87.71419,Entire home/apt,197.0,2,10,2022-10-03,0.69,24,346,8,R20000059435,0,2,0,0,0,0,0,0,0
2610,51508699,Ukrainian village Hipster pad,173305205,NilolI,,West Town,41.89756,-87.69633,Entire home/apt,168.0,2,28,2022-10-10,1.78,5,270,17,R19000043235,0,1,0,0,0,0,0,0,0
2611,51524274,Re-imagined Ukrainian coach house,173305205,Nicoll,,West Town,41.89833,-87.69501,Entire home/apt,122.0,2,21,2022-09-13,1.31,5,180,16,R19000043235,0,0,0,0,0,0,0,0,0
2612,51541102,Lux stay at the heart of Wicker paradise outdoors,10489437,Tom & Megan,,West Town,41.908188,-87.67218,Private room,207.0,1,14,2022-10-09,1.1,2,173,13,R21000072503,0,0,0,0,0,0,0,0,0
2613,51550386,"S. Loop Studio w/ Pool, Gym, Roof, nr L",107434423,Blueground,,Near South Side,41.86492479999999,-87.6246539,Entire home/apt,138.0,32,0,,,639,344,0,,0,0,0,0,0,0,0,2,0
2614,51551406,"S. Loop 1BR w/ Pool, Gym, Roof, 1 block to L",107434423,Blueground,,Near South Side,41.86492479999999,-87.6246539,Apartment,150.0,32,0,,,639,333,0,,0,0,0,0,0,0,0,2,1
2615,51552048,Chic Vintage Wicker Park Apartment,9851063,Jason,,West Town,41.90063,-87.67548,Entire home/apt,187.0,3,7,2022-11-28,1.96,3,355,7,R21000064602,0,0,0,0,0,0,0,0,0
2616,51552662,"S. Loop 1BR w/ Pool, Gym, Roof, 1 block to L",107434423,Blueground,,Near South Side,41.86492479999999,-87.6246539,Entire home/apt,166.0,32,0,,,639,262,0,,0,0,0,0,0,0,0,2,0
2617,51561068,Luxury  2/2+ Office Waterfront Condo Michigan Ave.,49626538,Nyshel,,Near South Side,41.86416,-87.62422,Entire home/apt,280.0,180,0,,,1,0,0,,0,0,0,0,0,0,0,2,0
2618,51578922,Walker’s Paradise & A Garage Space,24337590,Obinna,,West Ridge,41.99572,-87.68735,Entire home/apt,116.0,3,34,2022-11-28,3.67,3,180,34,R21000075343,0,0,0,0,0,0,0,0,0
2619,51584207,P8. Next to Downtown! Best location! Small bedroom,145551824,AaroQ vFYsael,,Logan Square,41.91846,-87.6949,Private room,30.0,2,47,2022-11-19,2.86,8,64,36,R19000041980,0,2,0,0,0,0,0,0,0
2620,51584325,P7. Next to Downtown! Best location,145551824,Aaron Emisael,,Logan Square,41.91794,-87.69591,Private room,36.0,2,63,2022-12-02,3.83,8,60,50,R19000041980,0,2,0,0,0,0,0,0,0
2621,51584386,P6. Next to Downtown! Best location,145551824,Aaron Emisael,,Logan Square,41.91871,-87.69472,Private room,37.0,2,32,2022-11-24,1.95,8,66,28,R19000041980,0,2,0,0,0,0,0,0,0
2622,51603808,New Spot in West Town pt.3!,395285372,Julia,,West Town,41.89332,-87.6655,Apartment,100.0,1,0,,,3,294,0,R12000076055,0,2,0,0,0,0,0,2,1
2623,51612870,Chic ENTIRE Hyde Park 1bd/1bath Getaway UChicago,260317952,Mike,,Hyde Park,41.79699,-87.60483,Entire home/apt,100.0,2,56,2022-11-30,3.73,1,90,47,R21000071059,0,0,0,0,0,0,0,0,0
2624,51620545,The South Loop Reserve I Sleep 6 I Top Rated,375644856,Tony,,Loop,41.87022,-87.62659,Apartment,191.0,3,73,2022-12-19,4.44,6,353,54,R22000088690,0,0,0,0,0,0,0,0,1
2625,51632472,Lovely 2 bedroom apartment with Private Porch!,418273985,Victor,,Bridgeport,41.83987,-87.65726,Entire home/apt,136.0,30,82,2022-11-25,5.22,1,29,62,R21000070317,0,0,0,0,0,0,0,0,0
2626,51640108,Beautiful Roscoe Village/Hamlin Park 4 bed 3 bath,418334552,John,,North Center,41.935001,-87.680901,Entire home/apt,625.0,2,2,2022-06-12,0.3,1,227,2,R22000082434,0,0,0,0,0,0,0,0,0
2627,51656658,"HUGE  Modern Beautiful  2BD/2BA, with Home Office",418487742,Omni Entertainment,,Grand Boulevard,41.81211,-8762444.0,Entire home/apt,246.0,2,19,2022-11-19,1.4,2,106,16,R21000070450,0,2,0,0,1,0,0,0,0
2628,51690330,LT 420 Friendly - Tree Of Life Suite”,35342456,Roberto,,Portage Park,41.93986,-87.75678,Private room,88.0,32,0,,,18,364,0,,0,2,0,0,0,0,0,2,0
2629,51696840,The Chicago Experience 6Min to DownTown W/Upgrades,130283273,Denise,,Grand Boulevard,41.8095,-87.6246,Entire home/apt,200.0,2,40,2022-12-11,2.62,1,296,25,R21000070412,0,0,0,0,0,0,0,0,0
2630,51707379,CORNER KING BED 2BR/2BA W LAKE VIEW + BALCONY!,33127842,Kari,,Loop,41.88755,-87.61961,Entire home/apt,249.0,32,2,2022-10-31,0.43,15,365,2,,0,0,0,0,0,0,0,0,0
2631,51725695,The Landmark: Bronzeville Row House & Rooftop Deck,43100816,Mar,,Grand Boulevard,41.82188,-87.61687,Entire home/apt,400.0,32,19,2022-08-01,1.21,2,263,12,R21000070288,0,0,0,0,0,0,0,0,0
2632,51735351,A1 Private Room by Chinatown,410504785,Ray,,Bridgeport,4184371.0,-87.63959,Private room,37.0,2,38,2022-11-28,2.35,6,169,26,R21000069364,0,0,0,1,0,0,0,0,0
2633,51735604,816 PLZN Luxury Apartment 3W,3056209,Denzilt,,Lower West Side,41.855453,-87.646996,Entire home/apt,218.0,1,26,2022-12-11,4.38,1,341,26,R22000078828,0,0,0,0,0,0,0,0,0
2634,51735620,A3 Cozy Private Room/Private Bath by Chinatown,410504785,Ray,,Bridgeport,41.84511,-87.63882,Private room,44.0,2,35,2022-11-13,2.16,6,174,23,R21000069364,0,0,0,0,0,0,0,0,0
2635,51751554,Studio with View of Skyline in Heart of Pilsen,34927938,Lucas,,Lower West Side,41.85702,-87.65044,Entire home/apt,70.0,3,57,2022-12-05,3.57,1,139,41,R21000069502,0,0,0,0,0,0,0,0,0
2636,51779748,Luxurious One Bedroom Downtown Gem,382590084,iae,,Near South Side,41.86405,-87.62728,Entire home/apt,200.0,32,44,2022-10-24,2.89,2,70,38,R21000070826,0,2,0,0,0,0,0,0,0
